"S11 Log Mag"
"Frequency (Hz)","dB",
3511000000, -2.055036e+000,
3512000000, -2.060181e+000,
3513000000, -2.060801e+000,
3514000000, -2.061686e+000,
3515000000, -2.064630e+000,
3516000000, -2.062778e+000,
3517000000, -2.063617e+000,
3518000000, -2.063415e+000,
3519000000, -2.061100e+000,
3520000000, -2.064370e+000,
3521000000, -2.068448e+000,
3522000000, -2.064766e+000,
3523000000, -2.061761e+000,
3524000000, -2.073124e+000,
3525000000, -2.070312e+000,
3526000000, -2.078069e+000,
3527000000, -2.080195e+000,
3528000000, -2.084478e+000,
3529000000, -2.086526e+000,
3530000000, -2.093687e+000,
3531000000, -2.096065e+000,
3532000000, -2.100329e+000,
3533000000, -2.102534e+000,
3534000000, -2.102047e+000,
3535000000, -2.105280e+000,
3536000000, -2.106438e+000,
3537000000, -2.104245e+000,
3538000000, -2.106342e+000,
3539000000, -2.105555e+000,
3540000000, -2.107646e+000,
3541000000, -2.108779e+000,
3542000000, -2.112328e+000,
3543000000, -2.116789e+000,
3544000000, -2.124866e+000,
3545000000, -2.129843e+000,
3546000000, -2.139890e+000,
3547000000, -2.145197e+000,
3548000000, -2.154814e+000,
3549000000, -2.166785e+000,
3550000000, -2.165507e+000,
3551000000, -2.176475e+000,
3552000000, -2.182050e+000,
3553000000, -2.187211e+000,
3554000000, -2.196307e+000,
3555000000, -2.204007e+000,
3556000000, -2.211959e+000,
3557000000, -2.216567e+000,
3558000000, -2.220697e+000,
3559000000, -2.230126e+000,
3560000000, -2.235403e+000,
3561000000, -2.234211e+000,
3562000000, -2.242113e+000,
3563000000, -2.247380e+000,
3564000000, -2.248478e+000,
3565000000, -2.253744e+000,
3566000000, -2.255224e+000,
3567000000, -2.258899e+000,
3568000000, -2.261422e+000,
3569000000, -2.261407e+000,
3570000000, -2.266315e+000,
3571000000, -2.269475e+000,
3572000000, -2.272452e+000,
3573000000, -2.273939e+000,
3574000000, -2.281640e+000,
3575000000, -2.285523e+000,
3576000000, -2.289044e+000,
3577000000, -2.291769e+000,
3578000000, -2.293014e+000,
3579000000, -2.294671e+000,
3580000000, -2.296738e+000,
3581000000, -2.291472e+000,
3582000000, -2.288189e+000,
3583000000, -2.291497e+000,
3584000000, -2.288736e+000,
3585000000, -2.283050e+000,
3586000000, -2.275409e+000,
3587000000, -2.276725e+000,
3588000000, -2.273825e+000,
3589000000, -2.270054e+000,
3590000000, -2.268193e+000,
3591000000, -2.262898e+000,
3592000000, -2.267923e+000,
3593000000, -2.267922e+000,
3594000000, -2.271539e+000,
3595000000, -2.274584e+000,
3596000000, -2.280165e+000,
3597000000, -2.289768e+000,
3598000000, -2.296704e+000,
3599000000, -2.302141e+000,
3600000000, -2.311876e+000,
3601000000, -2.322179e+000,
3602000000, -2.331844e+000,
